party,support,last,year,month,gov,month_cycle,cycle_constant,cycle,inflats_m_basevalue,inflats_m,unemp,gdpgr,gdpgr_yearly,skp_yearly,support_lag1,bruto,bruto_yearly,inflats_prevyear_base,alko_suits_base,alko_suits_prevyear,eluase_base,eluase_prevyear,erakond,kuu
kesk,.27,.261,2010,1,0,35,49,.7142857142857143,123.61,.2839526204770522,19.5,1.2,-3.8,-3.3,.26,758.3117099999999,-2.3,124.85,141.18,138.78,150.26,160.45,kesk,2010m1
kesk,.24,.261,2010,2,0,36,49,.7346938775510204,123.93,.2588787314942209,19.5,1.2,-3.8,-3.3,.27,758.3117099999999,-2.3,124.33,141.21,138.77,150.46,156.42,kesk,2010m2
kesk,.24,.261,2010,3,0,37,49,.7551020408163265,125.46,1.234567901234556,19.5,1.2,-3.8,-3.3,.24,758.3117099999999,-2.3,123.75,141.32,138.29,152.36,151.96,kesk,2010m3
kesk,.28,.261,2010,4,0,38,49,.7755102040816326,126.09,.5021520803443451,18.3,2.2,1.3,1.8,.24,822.47901,1.2,123.01,142.8,138.31,152.98,148.29,kesk,2010m4
kesk,.29,.261,2010,5,0,39,49,.7959183673469388,126.45,.2855103497501688,18.3,2.2,1.3,1.8,.28,822.47901,1.2,123.05,142.29,137.98,154.24,146.33,kesk,2010m5
kesk,.26,.261,2010,6,0,40,49,.8163265306122449,126.95,.3954132068010949,18.3,2.2,1.3,1.8,.29,822.47901,1.2,122.81,142.92,136.58,155.23,146.23,kesk,2010m6
kesk,.24,.261,2010,7,0,41,49,.8367346938775511,127.26,.2441906262308038,15.4,1.5,5.1,5,.26,758.8869099999999,.9,123.85,143.97,138.55,155.54,149.19,kesk,2010m7
kesk,.25,.261,2010,8,0,42,49,.8571428571428571,127.22,-.031431714600032,15.4,1.5,5.1,5,.24,758.8869099999999,.9,123.74,145.03,137.89,156.54,149.15,kesk,2010m8
kesk,.25,.261,2010,9,0,43,49,.8775510204081632,128.21,.7781795315202231,15.4,1.5,5.1,5,.25,758.8869099999999,.9,123.52,148.39,137.13,157.75,149.75,kesk,2010m9
kesk,.24,.261,2010,10,0,44,49,.8979591836734694,128.92,.5537789563996256,13.6,2.5,7.7,6.3,.25,813.91484,3.9,123.42,149.26,138.96,157.38,149.53,kesk,2010m10
kesk,.23,.261,2010,11,0,45,49,.9183673469387755,129.32,.3102699348433049,13.6,2.5,7.7,6.3,.24,813.91484,3.9,123.11,148.74,139.17,158.14,148.97,kesk,2010m11
kesk,.26,.261,2010,12,0,46,49,.9387755102040817,129.94,.4794308691617744,13.6,2.5,7.7,6.3,.23,813.91484,3.9,123.26,148.33,138.78,158.93,148.6,kesk,2010m12
kesk,.23,.261,2011,1,0,47,49,.9591836734693877,129.91,-.0230875788825671,14.3,2.4,9,9,.26,792.34,4.5,123.61,148.56,141.18,157.85,150.26,kesk,2011m1
kesk,.25,.261,2011,2,0,48,49,.9795918367346939,130.78,.6696944038180277,14.3,2.4,9,9,.23,792.34,4.5,123.93,148.97,141.21,158.1,150.46,kesk,2011m2
kesk,,.233,2011,3,0,49,49,1,131.84,.8105214864658308,14.3,2.4,9,9,.25,792.34,4.5,125.46,152.69,141.32,158.29,152.36,kesk,2011m3
kesk,.22,.233,2011,4,0,1,49,.0204081632653061,132.9,.8040048543689409,13,1.7,8.4,8.1,,857.0700000000001,4.2,126.09,153.62,142.8,159.27,152.98,kesk,2011m4
kesk,.2,.233,2011,5,0,2,49,.0408163265306122,133.42,.3912716328066068,13,1.7,8.4,8.1,.22,857.0700000000001,4.2,126.45,154.65,142.29,160.65,154.24,kesk,2011m5
kesk,.22,.233,2011,6,0,3,49,.0612244897959184,133.22,-.1499025633338249,13,1.7,8.4,8.1,.2,857.0700000000001,4.2,126.95,154.17,142.92,162.55,155.23,kesk,2011m6
kesk,.21,.233,2011,7,0,4,49,.0816326530612245,133.96,.5554721513286296,10.7,2,8.800000000000001,9.9,.22,808.85,6.6,127.26,156.54,143.97,163.7,155.54,kesk,2011m7
kesk,.21,.233,2011,8,0,5,49,.1020408163265306,134.33,.2762018512989073,10.7,2,8.800000000000001,9.9,.21,808.85,6.6,127.22,155.05,145.03,168.27,156.54,kesk,2011m8
kesk,.24,.233,2011,9,0,6,49,.1224489795918367,135.08,.5583265093426633,10.7,2,8.800000000000001,9.9,.21,808.85,6.6,128.21,155.84,148.39,169.61,157.75,kesk,2011m9
kesk,.2,.233,2011,10,0,7,49,.1428571428571428,134.97,-.0814332247557132,11.3,.7,6.9,6.2,.24,865.15,6.3,128.92,155.53,149.26,171.38,157.38,kesk,2011m10
kesk,.23,.233,2011,11,0,8,49,.163265306122449,135.07,.0740905386382025,11.3,.7,6.9,6.2,.2,865.15,6.3,129.32,155.82,148.74,171.3,158.14,kesk,2011m11
kesk,.22,.233,2011,12,0,9,49,.1836734693877551,135.26,.140667801880511,11.3,.7,6.9,6.2,.23,865.15,6.3,129.94,153.58,148.33,171.29,158.93,kesk,2011m12
kesk,.27,.233,2012,1,0,10,49,.2040816326530612,136.01,.5544876534082448,11.3,1.1,5.6,5.8,.22,846.76,6.9,129.91,154.89,148.56,175.18,157.85,kesk,2012m1
kesk,.26,.233,2012,2,0,11,49,.2244897959183673,136.58,.4190868318506062,11.3,1.1,5.6,5.8,.27,846.76,6.9,130.78,158.3,148.97,175.25,158.1,kesk,2012m2
kesk,.23,.233,2012,3,0,12,49,.2448979591836735,137.99,1.032361985649445,11.3,1.1,5.6,5.8,.26,846.76,6.9,131.84,162.97,152.69,176.1,158.29,kesk,2012m3
kesk,.25,.233,2012,4,0,13,49,.2653061224489796,138.6,.4420610189144014,10.1,1.4,5.3,5.2,.23,899.85,5,132.9,163.58,153.62,176.68,159.27,kesk,2012m4
kesk,.19,.233,2012,5,0,14,49,.2857142857142857,138.89,.2092352092352172,10.1,1.4,5.3,5.2,.25,899.85,5,133.42,164.3,154.65,177.48,160.65,kesk,2012m5
kesk,.23,.233,2012,6,0,15,49,.3061224489795918,139.09,.1439988480092182,10.1,1.4,5.3,5.2,.19,899.85,5,133.22,162.38,154.17,177.41,162.55,kesk,2012m6
kesk,.22,.233,2012,7,0,16,49,.3265306122448979,139.51,.3019627579265034,9.5,1,4.3,4,.23,855.27,5.7,133.96,163.46,156.54,179.82,163.7,kesk,2012m7
kesk,.2,.233,2012,8,0,17,49,.3469387755102041,139.96,.3225575227582311,9.5,1,4.3,4,.22,855.27,5.7,134.33,161.85,155.05,182.44,168.27,kesk,2012m8
kesk,.24,.233,2012,9,0,18,49,.3673469387755102,140.56,.4286939125464357,9.5,1,4.3,4,.2,855.27,5.7,135.08,163.86,155.84,183.37,169.61,kesk,2012m9
kesk,.25,.233,2012,10,0,19,49,.3877551020408163,140.67,.078258394991451,9.1,-.1,3.5,3.8,.24,916.35,5.9,134.97,163.6,155.53,183.16,171.38,kesk,2012m10
kesk,.23,.233,2012,11,0,20,49,.4081632653061225,140.22,-.3198976327575025,9.1,-.1,3.5,3.8,.25,916.35,5.9,135.07,163.6,155.82,182.72,171.3,kesk,2012m11
kesk,.24,.233,2012,12,0,21,49,.4285714285714285,140.18,-.028526601055475,9.1,-.1,3.5,3.8,.23,916.35,5.9,135.26,162.21,153.58,183.06,171.29,kesk,2012m12
kesk,.28,.233,2013,1,0,22,49,.4489795918367347,141.09,.649165358824348,10,1.2,3.6,3.9,.24,900.39,6.3,136.01,166.16,154.89,192.48,175.18,kesk,2013m1
kesk,.26,.233,2013,2,0,23,49,.4693877551020408,142.03,.6662414061946293,10,1.2,3.6,3.9,.28,900.39,6.3,136.58,167.32,158.3,193.67,175.25,kesk,2013m2
kesk,.26,.233,2013,3,0,24,49,.4897959183673469,143.22,.8378511582060071,10,1.2,3.6,3.9,.26,900.39,6.3,137.99,171.28,162.97,194.44,176.1,kesk,2013m3
kesk,.24,.233,2013,4,0,25,49,.5102040816326531,143.35,.0907694456081458,8,-1.1,1,.8,.26,976.04,8.5,138.6,171.76,163.58,194.04,176.68,kesk,2013m4
kesk,.26,.233,2013,5,0,26,49,.5306122448979592,143.92,.3976281827694521,8,-1.1,1,.8,.24,976.04,8.5,138.89,172,164.3,192.81,177.48,kesk,2013m5
kesk,.28,.233,2013,6,0,27,49,.5510204081632653,144.73,.5628126737076116,8,-1.1,1,.8,.26,976.04,8.5,139.09,169.98,162.38,198.84,177.41,kesk,2013m6
kesk,.28,.233,2013,7,0,28,49,.5714285714285714,145.02,.2003731085469695,7.8,.5,.5,.3,.28,930.26,8.800000000000001,139.51,171.68,163.46,195.23,179.82,kesk,2013m7
kesk,.26,.233,2013,8,0,29,49,.5918367346938775,144.94,-.0551648048545132,7.8,.5,.5,.3,.28,930.26,8.800000000000001,139.96,170.64,161.85,197.57,182.44,kesk,2013m8
kesk,.29,.233,2013,9,0,30,49,.6122448979591837,144.21,-.50365668552503,7.8,.5,.5,.3,.26,930.26,8.800000000000001,140.56,171.63,163.86,198.99,183.37,kesk,2013m9
kesk,.29,.233,2013,10,0,31,49,.6326530612244898,143.75,-.3189792663476965,8.699999999999999,.9,1.5,1.7,.29,986.29,7.6,140.67,170.94,163.6,198,183.16,kesk,2013m10
kesk,.29,.233,2013,11,0,32,49,.6530612244897959,143.1,-.452173913043481,8.699999999999999,.9,1.5,1.7,.29,986.29,7.6,140.22,171.62,163.6,196.24,182.72,kesk,2013m11
kesk,.32,.233,2013,12,0,33,49,.673469387755102,143.05,-.0349406009783308,8.699999999999999,.9,1.5,1.7,.29,986.29,7.6,140.18,170.52,162.21,192.95,183.06,kesk,2013m12
kesk,.25,.233,2014,1,0,34,49,.6938775510204082,143.31,.1817546312478129,8.5,.1,.5,.3,.32,966.2,7.3,141.09,174.86,166.16,193.43,192.48,kesk,2014m1
kesk,.27,.233,2014,2,0,35,49,.7142857142857143,143.64,.2302700439606298,8.5,.1,.5,.3,.25,966.2,7.3,142.03,177.41,167.32,191.73,193.67,kesk,2014m2
kesk,.27,.233,2014,3,0,36,49,.7346938775510204,144.23,.4107490949596126,8.5,.1,.5,.3,.27,966.2,7.3,143.22,178.07,171.28,191.31,194.44,kesk,2014m3
kesk,.22,.233,2014,4,0,37,49,.7551020408163265,144.5,.1872009984053307,7,.9,2.3,2,.27,1022.66,4.8,143.35,179.31,171.76,190.5,194.04,kesk,2014m4
kesk,.24,.233,2014,5,0,38,49,.7755102040816326,144.83,.2283737024221466,7,.9,2.3,2,.22,1022.66,4.8,143.92,179.19,172,191.42,192.81,kesk,2014m5
kesk,.24,.233,2014,6,0,39,49,.7959183673469388,145.25,.289995166747218,7,.9,2.3,2,.24,1022.66,4.8,144.73,178.07,169.98,192.26,198.84,kesk,2014m6
kesk,.24,.233,2014,7,0,40,49,.8163265306122449,145,-.1721170395869223,7.5,.4,2.4,2.2,.24,976.74,5,145.02,177.46,171.68,194.47,195.23,kesk,2014m7
kesk,.24,.233,2014,8,0,41,49,.8367346938775511,144.68,-.2206896551724071,7.5,.4,2.4,2.2,.24,976.74,5,144.94,177.01,170.64,193.8,197.57,kesk,2014m8
kesk,.25,.233,2014,9,0,42,49,.8571428571428571,144.52,-.1105888858169806,7.5,.4,2.4,2.2,.24,976.74,5,144.21,177.41,171.63,195.1,198.99,kesk,2014m9
kesk,.27,.233,2014,10,0,43,49,.8775510204081632,144.43,-.0622751176307901,6.3,,3,2.7,.25,,,143.75,178.49,170.94,194,198,kesk,2014m10
kesk,.22,.233,2014,11,0,44,49,.8979591836734694,143.12,-.9070137783009073,6.3,,3,2.7,.27,,,143.1,177.16,171.62,193.81,196.24,kesk,2014m11
irl,.14,.179,2007,3,1,1,49,.0204081632653061,108.49,1.071362027203278,5.3,3.7,11.6,10.5,.13,659.67431,20.14447658196067,102.71,106.77,102.1,121.69,106.1,irl,2007m3
irl,.15,.179,2007,4,1,2,49,.0408163265306122,109.26,.7097428334408704,4.9,.2,9.199999999999999,9.4,.14,738.08495,21.16607081873606,103.44,107.11,102.63,121.75,106.84,irl,2007m4
irl,.12,.179,2007,5,1,3,49,.0612244897959184,110.14,.8054182683507207,4.9,.2,9.199999999999999,9.4,.15,738.08495,21.16607081873606,104,107.54,102.98,122.57,107.48,irl,2007m5
irl,.16,.179,2007,6,1,4,49,.0816326530612245,110.75,.5538405665516564,4.9,.2,9.199999999999999,9.4,.12,738.08495,21.16607081873606,104.48,107.59,103.18,122.92,109.06,irl,2007m6
irl,.13,.179,2007,7,1,5,49,.1020408163265306,111.81,.9571106094808073,4.1,.6,6.9,6.8,.16,696.56091,20.18395595630243,104.94,108.28,104.13,128.49,109.97,irl,2007m7
irl,.12,.179,2007,8,1,6,49,.1224489795918367,112.19,.3398622663446815,4.1,.6,6.9,6.8,.13,696.56091,20.18395595630243,105.7,108.3,104.21,131.21,112.14,irl,2007m8
irl,.15,.179,2007,9,1,7,49,.1428571428571428,113.37,1.051787146804543,4.1,.6,6.9,6.8,.12,696.56091,20.18395595630243,105.45,108.97,105,131.69,112.97,irl,2007m9
irl,.15,.179,2007,10,1,8,49,.163265306122449,114.54,1.032019052659436,4.1,-.3,4.2,5.3,.15,784.17931,20.14986279311184,105.34,109.02,104.97,133.11,115.68,irl,2007m10
irl,.15,.179,2007,11,1,9,49,.1836734693877551,115.98,1.25720272393923,4.1,-.3,4.2,5.3,.15,784.17931,20.14986279311184,106.15,109.39,104.99,133.65,117.24,irl,2007m11
irl,.13,.179,2007,12,1,10,49,.2040816326530612,116.82,.7242628039316941,4.1,-.3,4.2,5.3,.15,784.17931,20.14986279311184,106.45,109.52,104.69,135.39,117.89,irl,2007m12
irl,.13,.179,2008,1,1,11,49,.2244897959183673,119.26,2.088683444615654,4.1,-3.2,-2.8,-4.7,.13,788.47162,19.52437862859931,107.18,114.4,105.02,140.44,120.6,irl,2008m1
irl,.12,.179,2008,2,1,12,49,.2448979591836735,119.7,.3689418078148634,4.1,-3.2,-2.8,-4.7,.13,788.47162,19.52437862859931,107.34,115.26,105.25,140.72,121.46,irl,2008m2
irl,.16,.179,2008,3,1,13,49,.2653061224489796,120.68,.8187134502924067,4.1,-3.2,-2.8,-4.7,.12,788.47162,19.52437862859931,108.49,115.37,106.77,140.64,121.69,irl,2008m3
irl,.14,.179,2008,4,1,14,49,.2857142857142857,121.91,1.019224395094454,4,1.3,-1.7,-2.1,.16,850.4045599999999,15.2177076635962,109.26,116.39,107.11,143.95,121.75,irl,2008m4
irl,.18,.179,2008,5,1,15,49,.3061224489795918,122.65,.6070051677467063,4,1.3,-1.7,-2.1,.14,850.4045599999999,15.2177076635962,110.14,116.43,107.54,144.42,122.57,irl,2008m5
irl,.13,.179,2008,6,1,16,49,.3265306122448979,123.45,.6522625356706158,4,1.3,-1.7,-2.1,.18,850.4045599999999,15.2177076635962,110.75,116.86,107.59,145.48,122.92,irl,2008m6
irl,.16,.179,2008,7,1,17,49,.3469387755102041,124.34,.7209396516808511,6.2,-1.1,-3.3,-2.6,.13,799.65296,14.80014863308938,111.81,122.7,108.28,147.62,128.49,irl,2008m7
irl,.15,.179,2008,8,1,18,49,.3673469387755102,124.66,.2573588547530932,6.2,-1.1,-3.3,-2.6,.16,799.65296,14.80014863308938,112.19,129.01,108.3,148.12,131.21,irl,2008m8
irl,.15,.179,2008,9,1,19,49,.3877551020408163,125.62,.7700946574683059,6.2,-1.1,-3.3,-2.6,.15,799.65296,14.80014863308938,113.37,138,108.97,148.21,131.69,irl,2008m9
irl,.14,.179,2008,10,1,20,49,.4081632653061225,126.08,.3661837287056073,7.4,-10.8,-13.5,-11.7,.15,838.30225,6.901857688645208,114.54,137.6,109.02,157.99,133.11,irl,2008m10
irl,.15,.179,2008,11,1,21,49,.4285714285714285,125.81,-.2141497461928878,7.4,-10.8,-13.5,-11.7,.14,838.30225,6.901857688645208,115.98,138.81,109.39,160.22,133.65,irl,2008m11
irl,.13,.179,2008,12,1,22,49,.4489795918367347,125.61,-.1589698752086406,7.4,-10.8,-13.5,-11.7,.15,838.30225,6.901857688645208,116.82,138.53,109.52,159.94,135.39,irl,2008m12
irl,.12,.179,2009,1,1,23,49,.4693877551020408,124.85,-.6050473688400615,11.2,-3.7,-13.9,-12.4,.13,776.3488599999999,-1.5,119.26,138.78,114.4,160.45,140.44,irl,2009m1
irl,.14,.179,2009,2,1,24,49,.4897959183673469,124.33,-.4164997997597055,11.2,-3.7,-13.9,-12.4,.12,776.3488599999999,-1.5,119.7,138.77,115.26,156.42,140.72,irl,2009m2
irl,.11,.179,2009,3,1,25,49,.5102040816326531,123.75,-.4665004423711139,11.2,-3.7,-13.9,-12.4,.14,776.3488599999999,-1.5,120.68,138.29,115.37,151.96,140.64,irl,2009m3
irl,.14,.179,2009,4,1,26,49,.5306122448979592,123.01,-.5979797979798036,13.2,-3,-17.5,-17.2,.11,812.73184,-4.4,121.91,138.31,116.39,148.29,143.95,irl,2009m4
irl,.17,.179,2009,5,1,27,49,.5510204081632653,123.05,.0325176814893098,13.2,-3,-17.5,-17.2,.14,812.73184,-4.4,122.65,137.98,116.43,146.33,144.42,irl,2009m5
irl,.14,.179,2009,6,1,28,49,.5714285714285714,122.81,-.1950426655830881,13.2,-3,-17.5,-17.2,.17,812.73184,-4.4,123.45,136.58,116.86,146.23,145.48,irl,2009m6
irl,.19,.179,2009,7,1,29,49,.5918367346938775,123.85,.8468365768259787,14.4,-2.2,-18.4,-19.3,.14,752.22668,-5.9,124.34,138.55,122.7,149.19,147.62,irl,2009m7
irl,.18,.179,2009,8,1,30,49,.6122448979591837,123.74,-.088817117480815,14.4,-2.2,-18.4,-19.3,.19,752.22668,-5.9,124.66,137.89,129.01,149.15,148.12,irl,2009m8
irl,.14,.179,2009,9,1,31,49,.6326530612244898,123.52,-.1777921448197759,14.4,-2.2,-18.4,-19.3,.18,752.22668,-5.9,125.62,137.13,138,149.75,148.21,irl,2009m9
irl,.17,.179,2009,10,1,32,49,.6530612244897959,123.42,-.0809585492227995,15.5,.1,-8.4,-9.5,.14,783.49865,-6.5,126.08,138.96,137.6,149.53,157.99,irl,2009m10
irl,.19,.179,2009,11,1,33,49,.673469387755102,123.11,-.251174850105329,15.5,.1,-8.4,-9.5,.17,783.49865,-6.5,125.81,139.17,138.81,148.97,160.22,irl,2009m11
irl,.19,.179,2009,12,1,34,49,.6938775510204082,123.26,.1218422548940055,15.5,.1,-8.4,-9.5,.19,783.49865,-6.5,125.61,138.78,138.53,148.6,159.94,irl,2009m12
irl,.16,.179,2010,1,1,35,49,.7142857142857143,123.61,.2839526204770522,19.5,1.2,-3.8,-3.3,.19,758.3117099999999,-2.3,124.85,141.18,138.78,150.26,160.45,irl,2010m1
irl,.18,.179,2010,2,1,36,49,.7346938775510204,123.93,.2588787314942209,19.5,1.2,-3.8,-3.3,.16,758.3117099999999,-2.3,124.33,141.21,138.77,150.46,156.42,irl,2010m2
irl,.19,.179,2010,3,1,37,49,.7551020408163265,125.46,1.234567901234556,19.5,1.2,-3.8,-3.3,.18,758.3117099999999,-2.3,123.75,141.32,138.29,152.36,151.96,irl,2010m3
irl,.15,.179,2010,4,1,38,49,.7755102040816326,126.09,.5021520803443451,18.3,2.2,1.3,1.8,.19,822.47901,1.2,123.01,142.8,138.31,152.98,148.29,irl,2010m4
irl,.16,.179,2010,5,1,39,49,.7959183673469388,126.45,.2855103497501688,18.3,2.2,1.3,1.8,.15,822.47901,1.2,123.05,142.29,137.98,154.24,146.33,irl,2010m5
irl,.16,.179,2010,6,1,40,49,.8163265306122449,126.95,.3954132068010949,18.3,2.2,1.3,1.8,.16,822.47901,1.2,122.81,142.92,136.58,155.23,146.23,irl,2010m6
irl,.18,.179,2010,7,1,41,49,.8367346938775511,127.26,.2441906262308038,15.4,1.5,5.1,5,.16,758.8869099999999,.9,123.85,143.97,138.55,155.54,149.19,irl,2010m7
irl,.14,.179,2010,8,1,42,49,.8571428571428571,127.22,-.031431714600032,15.4,1.5,5.1,5,.18,758.8869099999999,.9,123.74,145.03,137.89,156.54,149.15,irl,2010m8
irl,.19,.179,2010,9,1,43,49,.8775510204081632,128.21,.7781795315202231,15.4,1.5,5.1,5,.14,758.8869099999999,.9,123.52,148.39,137.13,157.75,149.75,irl,2010m9
irl,.16,.179,2010,10,1,44,49,.8979591836734694,128.92,.5537789563996256,13.6,2.5,7.7,6.3,.19,813.91484,3.9,123.42,149.26,138.96,157.38,149.53,irl,2010m10
irl,.15,.179,2010,11,1,45,49,.9183673469387755,129.32,.3102699348433049,13.6,2.5,7.7,6.3,.16,813.91484,3.9,123.11,148.74,139.17,158.14,148.97,irl,2010m11
irl,.15,.179,2010,12,1,46,49,.9387755102040817,129.94,.4794308691617744,13.6,2.5,7.7,6.3,.15,813.91484,3.9,123.26,148.33,138.78,158.93,148.6,irl,2010m12
irl,.16,.179,2011,1,1,47,49,.9591836734693877,129.91,-.0230875788825671,14.3,2.4,9,9,.15,792.34,4.5,123.61,148.56,141.18,157.85,150.26,irl,2011m1
irl,.21,.179,2011,2,1,48,49,.9795918367346939,130.78,.6696944038180277,14.3,2.4,9,9,.16,792.34,4.5,123.93,148.97,141.21,158.1,150.46,irl,2011m2
irl,,.205,2011,3,1,49,49,1,131.84,.8105214864658308,14.3,2.4,9,9,.21,792.34,4.5,125.46,152.69,141.32,158.29,152.36,irl,2011m3
irl,.19,.205,2011,4,1,1,49,.0204081632653061,132.9,.8040048543689409,13,1.7,8.4,8.1,,857.0700000000001,4.2,126.09,153.62,142.8,159.27,152.98,irl,2011m4
irl,.17,.205,2011,5,1,2,49,.0408163265306122,133.42,.3912716328066068,13,1.7,8.4,8.1,.19,857.0700000000001,4.2,126.45,154.65,142.29,160.65,154.24,irl,2011m5
irl,.13,.205,2011,6,1,3,49,.0612244897959184,133.22,-.1499025633338249,13,1.7,8.4,8.1,.17,857.0700000000001,4.2,126.95,154.17,142.92,162.55,155.23,irl,2011m6
irl,.15,.205,2011,7,1,4,49,.0816326530612245,133.96,.5554721513286296,10.7,2,8.800000000000001,9.9,.13,808.85,6.6,127.26,156.54,143.97,163.7,155.54,irl,2011m7
irl,.18,.205,2011,8,1,5,49,.1020408163265306,134.33,.2762018512989073,10.7,2,8.800000000000001,9.9,.15,808.85,6.6,127.22,155.05,145.03,168.27,156.54,irl,2011m8
irl,.16,.205,2011,9,1,6,49,.1224489795918367,135.08,.5583265093426633,10.7,2,8.800000000000001,9.9,.18,808.85,6.6,128.21,155.84,148.39,169.61,157.75,irl,2011m9
irl,.16,.205,2011,10,1,7,49,.1428571428571428,134.97,-.0814332247557132,11.3,.7,6.9,6.2,.16,865.15,6.3,128.92,155.53,149.26,171.38,157.38,irl,2011m10
irl,.16,.205,2011,11,1,8,49,.163265306122449,135.07,.0740905386382025,11.3,.7,6.9,6.2,.16,865.15,6.3,129.32,155.82,148.74,171.3,158.14,irl,2011m11
irl,.16,.205,2011,12,1,9,49,.1836734693877551,135.26,.140667801880511,11.3,.7,6.9,6.2,.16,865.15,6.3,129.94,153.58,148.33,171.29,158.93,irl,2011m12
irl,.13,.205,2012,1,1,10,49,.2040816326530612,136.01,.5544876534082448,11.3,1.1,5.6,5.8,.16,846.76,6.9,129.91,154.89,148.56,175.18,157.85,irl,2012m1
irl,.14,.205,2012,2,1,11,49,.2244897959183673,136.58,.4190868318506062,11.3,1.1,5.6,5.8,.13,846.76,6.9,130.78,158.3,148.97,175.25,158.1,irl,2012m2
irl,.12,.205,2012,3,1,12,49,.2448979591836735,137.99,1.032361985649445,11.3,1.1,5.6,5.8,.14,846.76,6.9,131.84,162.97,152.69,176.1,158.29,irl,2012m3
irl,.13,.205,2012,4,1,13,49,.2653061224489796,138.6,.4420610189144014,10.1,1.4,5.3,5.2,.12,899.85,5,132.9,163.58,153.62,176.68,159.27,irl,2012m4
irl,.17,.205,2012,5,1,14,49,.2857142857142857,138.89,.2092352092352172,10.1,1.4,5.3,5.2,.13,899.85,5,133.42,164.3,154.65,177.48,160.65,irl,2012m5
irl,.14,.205,2012,6,1,15,49,.3061224489795918,139.09,.1439988480092182,10.1,1.4,5.3,5.2,.17,899.85,5,133.22,162.38,154.17,177.41,162.55,irl,2012m6
irl,.15,.205,2012,7,1,16,49,.3265306122448979,139.51,.3019627579265034,9.5,1,4.3,4,.14,855.27,5.7,133.96,163.46,156.54,179.82,163.7,irl,2012m7
irl,.13,.205,2012,8,1,17,49,.3469387755102041,139.96,.3225575227582311,9.5,1,4.3,4,.15,855.27,5.7,134.33,161.85,155.05,182.44,168.27,irl,2012m8
irl,.11,.205,2012,9,1,18,49,.3673469387755102,140.56,.4286939125464357,9.5,1,4.3,4,.13,855.27,5.7,135.08,163.86,155.84,183.37,169.61,irl,2012m9
irl,.13,.205,2012,10,1,19,49,.3877551020408163,140.67,.078258394991451,9.1,-.1,3.5,3.8,.11,916.35,5.9,134.97,163.6,155.53,183.16,171.38,irl,2012m10
irl,.17,.205,2012,11,1,20,49,.4081632653061225,140.22,-.3198976327575025,9.1,-.1,3.5,3.8,.13,916.35,5.9,135.07,163.6,155.82,182.72,171.3,irl,2012m11
irl,.18,.205,2012,12,1,21,49,.4285714285714285,140.18,-.028526601055475,9.1,-.1,3.5,3.8,.17,916.35,5.9,135.26,162.21,153.58,183.06,171.29,irl,2012m12
irl,.16,.205,2013,1,1,22,49,.4489795918367347,141.09,.649165358824348,10,1.2,3.6,3.9,.18,900.39,6.3,136.01,166.16,154.89,192.48,175.18,irl,2013m1
irl,.17,.205,2013,2,1,23,49,.4693877551020408,142.03,.6662414061946293,10,1.2,3.6,3.9,.16,900.39,6.3,136.58,167.32,158.3,193.67,175.25,irl,2013m2
